emoji,emotion,hex,rgb,vibe,intensity
🎉,surprise,#FFFACD,"255,250,205",warm,5
🥰,love,#FF6DAA,"255,109,170",bright,3
💕,love,#FF6DAA,"255,109,170",serious,5
💧,sadness,#A3C4E9,"163,196,233",warm,1
🧟,fear,#B7C8FF,"183,200,255",bright,1
🤧,disgust,#4A7D2D,"74,125,45",warm,5
❤️,love,#FF5C9A,"255,92,154",cold,5
🔥,anger,#D60000,"214,0,0",warm,3
🧟,fear,#B7C8FF,"183,200,255",soft,2
🗯️,anger,#E12B2B,"225,43,43",soft,3
😀,joy,#FFD438,"255,212,56",bright,4
🥳,joy,#FFD438,"255,212,56",soft,1
🪣,sadness,#A3C4E9,"163,196,233",cold,4
😸,joy,#FFC94D,"255,201,77",playful,5
😍,love,#FF6DAA,"255,109,170",clean,2
✏️,thinking,#C8C8D4,"200,200,212",serious,5
😭,sadness,#5F84B8,"95,132,184",earthy,3
🟥,anger,#B80000,"184,0,0",playful,4
📚,thinking,#C8C8D4,"200,200,212",warm,3
🦠,disgust,#4A7D2D,"74,125,45",soft,1
💤,calm,#95E0E0,"149,224,224",earthy,1
😺,joy,#FFD438,"255,212,56",mellow,2
😮,surprise,#FFF48A,"255,244,138",soft,3
👓,thinking,#D1D4DD,"209,212,221",deep,3
🤢,disgust,#A8D27A,"168,210,122",playful,5
🤬,anger,#E12B2B,"225,43,43",serious,3
🤧,disgust,#A8D27A,"168,210,122",soft,5
🪦,fear,#7DA7FF,"125,167,255",cold,2
🪣,sadness,#7BA7D9,"123,167,217",earthy,5
😲,surprise,#FFFACD,"255,250,205",warm,5
💗,love,#FF7FBF,"255,127,191",warm,5
😯,surprise,#FFF48A,"255,244,138",playful,5
💗,love,#FF5C9A,"255,92,154",earthy,2
🛏️,sleepy,#8A84C8,"138,132,200",cold,2
💞,love,#FF6DAA,"255,109,170",serious,1
📘,thinking,#9CA1AA,"156,161,170",warm,3
😢,sadness,#5F84B8,"95,132,184",earthy,4
🕷️,fear,#7DA7FF,"125,167,255",warm,3
😨,fear,#9BB5FF,"155,181,255",playful,1
😸,joy,#FFDF57,"255,223,87",serious,5
😆,joy,#FFD438,"255,212,56",playful,4
💤,sleepy,#8A84C8,"138,132,200",serious,4
😃,joy,#FFC94D,"255,201,77",deep,1
☁️,calm,#C9F4F4,"201,244,244",mellow,4
📝,thinking,#C8C8D4,"200,200,212",serious,5
💭,thinking,#B7BBC3,"183,187,195",warm,3
🫣,disgust,#6A8F27,"106,143,39",soft,1
😠,anger,#D60000,"214,0,0",warm,1
🔥,anger,#B80000,"184,0,0",bright,3
📚,thinking,#D1D4DD,"209,212,221",clean,5
😍,love,#FF4F88,"255,79,136",soft,2
🧘,calm,#C9F4F4,"201,244,244",bright,3
🪰,disgust,#A8D27A,"168,210,122",mellow,5
😺,joy,#FFDF57,"255,223,87",soft,3
🤧,disgust,#A8D27A,"168,210,122",earthy,4
😭,sadness,#4A6FA5,"74,111,165",cold,5
🎐,calm,#95E0E0,"149,224,224",serious,5
🌙,sleepy,#6B62A6,"107,98,166",deep,4
🤯,surprise,#FFFACD,"255,250,205",cold,2
🌿,calm,#C9F4F4,"201,244,244",soft,1
🦇,fear,#7DA7FF,"125,167,255",deep,5
😖,disgust,#A8D27A,"168,210,122",earthy,4
🌙,sleepy,#A59ED9,"165,158,217",warm,4
🫲,sleepy,#7C74B8,"124,116,184",earthy,3
❤️,love,#FF5C9A,"255,92,154",clean,3
🧘,calm,#7BCFCF,"123,207,207",clean,4
💧,sadness,#4A6FA5,"74,111,165",playful,2
🤍,calm,#7BCFCF,"123,207,207",warm,2
🪐,sleepy,#6B62A6,"107,98,166",deep,3
💭,thinking,#9CA1AA,"156,161,170",cold,3
💖,love,#FF6DAA,"255,109,170",mellow,1
😥,sadness,#7BA7D9,"123,167,217",warm,2
😲,surprise,#FFEB6E,"255,235,110",warm,3
😆,joy,#FFCC00,"255,204,0",warm,1
🕸️,fear,#7DA7FF,"125,167,255",cold,5
📝,thinking,#9CA1AA,"156,161,170",warm,2
😃,joy,#FFCC00,"255,204,0",serious,1
🤔,thinking,#C8C8D4,"200,200,212",earthy,1
🤢,disgust,#4A7D2D,"74,125,45",earthy,2
🤬,anger,#E12B2B,"225,43,43",soft,1
👿,anger,#B80000,"184,0,0",serious,1
🥰,love,#FF6DAA,"255,109,170",cold,1
🫠,disgust,#A8D27A,"168,210,122",mellow,4
🗯️,anger,#D60000,"214,0,0",warm,2
☁️,calm,#7BCFCF,"123,207,207",soft,1
🤮,disgust,#A8D27A,"168,210,122",playful,1
🤧,disgust,#A8D27A,"168,210,122",soft,4
🧘,calm,#95E0E0,"149,224,224",warm,4
🤧,disgust,#4A7D2D,"74,125,45",earthy,4
😞,sadness,#5F84B8,"95,132,184",cold,3
❤️,love,#FF6DAA,"255,109,170",warm,2
🤔,thinking,#C8C8D4,"200,200,212",serious,2
💤,calm,#7BCFCF,"123,207,207",soft,4
😞,sadness,#7BA7D9,"123,167,217",clean,1
👿,anger,#E12B2B,"225,43,43",deep,2
💗,love,#FF6DAA,"255,109,170",mellow,2
👓,thinking,#9CA1AA,"156,161,170",soft,5
🌿,calm,#A5E6E6,"165,230,230",clean,4
😰,fear,#9BB5FF,"155,181,255",earthy,5
🌌,sleepy,#6B62A6,"107,98,166",bright,3
😰,fear,#9BB5FF,"155,181,255",cold,1
⚡,surprise,#FFF48A,"255,244,138",bright,4
🌿,calm,#A5E6E6,"165,230,230",mellow,3
😢,sadness,#7BA7D9,"123,167,217",clean,1
😭,sadness,#7BA7D9,"123,167,217",clean,4
🤧,disgust,#6A8F27,"106,143,39",mellow,3
🦇,fear,#7DA7FF,"125,167,255",deep,5
😃,joy,#FFDF57,"255,223,87",bright,3
🎉,surprise,#FFFACD,"255,250,205",warm,5
🤢,disgust,#89B44C,"137,180,76",cold,3
😥,sadness,#5F84B8,"95,132,184",serious,2
🫠,disgust,#6A8F27,"106,143,39",bright,4
😨,fear,#7DA7FF,"125,167,255",bright,1
😁,joy,#FFD438,"255,212,56",deep,2
🕸️,fear,#9BB5FF,"155,181,255",cold,2
🥺,sadness,#4A6FA5,"74,111,165",clean,5
💡,thinking,#C8C8D4,"200,200,212",deep,4
😸,joy,#FFC94D,"255,201,77",bright,4
😲,surprise,#FFFACD,"255,250,205",mellow,4
📢,surprise,#FFFACD,"255,250,205",serious,5
😠,anger,#FF3D3D,"255,61,61",soft,2
☁️,calm,#C9F4F4,"201,244,244",playful,2
🥱,sleepy,#7C74B8,"124,116,184",serious,2
☠️,fear,#7DA7FF,"125,167,255",cold,3
🥳,joy,#FFD438,"255,212,56",serious,3
🤧,disgust,#4A7D2D,"74,125,45",bright,4
🪰,disgust,#4A7D2D,"74,125,45",warm,2
💧,sadness,#4A6FA5,"74,111,165",warm,1
💢,anger,#FF3D3D,"255,61,61",serious,1
😠,anger,#D60000,"214,0,0",deep,2
😳,surprise,#FFF48A,"255,244,138",cold,5
🪐,sleepy,#A59ED9,"165,158,217",clean,3
💤,calm,#A5E6E6,"165,230,230",soft,2
✏️,thinking,#C8C8D4,"200,200,212",earthy,4
💞,love,#FF4F88,"255,79,136",playful,2
😍,love,#FF6DAA,"255,109,170",playful,5
💤,calm,#A5E6E6,"165,230,230",earthy,4
🫠,disgust,#89B44C,"137,180,76",soft,3
😨,fear,#B7C8FF,"183,200,255",bright,1
💤,sleepy,#7C74B8,"124,116,184",deep,5
🎉,surprise,#FFEB6E,"255,235,110",warm,4
⚡,surprise,#FFF4B0,"255,244,176",bright,4
🤔,thinking,#C8C8D4,"200,200,212",mellow,2
🗯️,anger,#FF3D3D,"255,61,61",mellow,5
😍,love,#FF5C9A,"255,92,154",earthy,5
😮,surprise,#FFEB6E,"255,235,110",mellow,3
😍,love,#FF7FBF,"255,127,191",clean,5
🧠,thinking,#C8C8D4,"200,200,212",warm,1
💧,sadness,#4A6FA5,"74,111,165",playful,5
😳,surprise,#FFEB6E,"255,235,110",soft,2
🥺,sadness,#5F84B8,"95,132,184",bright,1
💓,love,#FF5C9A,"255,92,154",clean,1
😳,surprise,#FFF4B0,"255,244,176",serious,4
🪰,disgust,#89B44C,"137,180,76",clean,1
🤢,disgust,#A8D27A,"168,210,122",mellow,1
📝,thinking,#C8C8D4,"200,200,212",deep,3
💓,love,#FF4F88,"255,79,136",earthy,3
😸,joy,#FFD438,"255,212,56",serious,3
💕,love,#FF4F88,"255,79,136",clean,3
😖,disgust,#A8D27A,"168,210,122",earthy,1
😠,anger,#E12B2B,"225,43,43",serious,5
🟥,anger,#D60000,"214,0,0",soft,3
😡,anger,#B80000,"184,0,0",earthy,4
☠️,fear,#7DA7FF,"125,167,255",cold,3
🔥,anger,#E12B2B,"225,43,43",warm,5
😴,sleepy,#6B62A6,"107,98,166",serious,2
🟥,anger,#D60000,"214,0,0",clean,5
👿,anger,#D60000,"214,0,0",deep,3
🧟,fear,#7DA7FF,"125,167,255",mellow,2
🪰,disgust,#4A7D2D,"74,125,45",mellow,3
🟥,anger,#FF3D3D,"255,61,61",cold,4
😀,joy,#FFDF57,"255,223,87",cold,5
⚡,surprise,#FFF4B0,"255,244,176",playful,1
😲,surprise,#FFEB6E,"255,235,110",serious,4
💤,calm,#C9F4F4,"201,244,244",serious,1
😔,sadness,#7BA7D9,"123,167,217",warm,5
🟥,anger,#E12B2B,"225,43,43",warm,4
😘,love,#FF4F88,"255,79,136",bright,2
💫,surprise,#FFFACD,"255,250,205",bright,5
🫠,disgust,#4A7D2D,"74,125,45",cold,5
💤,sleepy,#6B62A6,"107,98,166",clean,1
😳,surprise,#FFF4B0,"255,244,176",playful,4
🪦,fear,#9BB5FF,"155,181,255",soft,4
🪐,sleepy,#6B62A6,"107,98,166",soft,5
💤,calm,#A5E6E6,"165,230,230",bright,1
🤮,disgust,#89B44C,"137,180,76",earthy,4
💗,love,#FF4F88,"255,79,136",soft,2
😴,sleepy,#8A84C8,"138,132,200",cold,5
🤢,disgust,#A8D27A,"168,210,122",playful,1
😭,sadness,#4A6FA5,"74,111,165",serious,2
⚡,surprise,#FFFACD,"255,250,205",mellow,5
🤍,calm,#7BCFCF,"123,207,207",warm,5
✨,surprise,#FFFACD,"255,250,205",serious,2
📝,thinking,#C8C8D4,"200,200,212",clean,2
😡,anger,#E12B2B,"225,43,43",soft,4
💎,calm,#7BCFCF,"123,207,207",clean,4
💡,thinking,#D1D4DD,"209,212,221",playful,5
🤍,calm,#7BCFCF,"123,207,207",mellow,5
😆,joy,#FFCC00,"255,204,0",deep,4
😥,sadness,#A3C4E9,"163,196,233",deep,3
😺,joy,#FFDF57,"255,223,87",earthy,1
😁,joy,#FFC94D,"255,201,77",deep,5
🤧,disgust,#89B44C,"137,180,76",deep,1
😘,love,#FF6DAA,"255,109,170",bright,5
😲,surprise,#FFF4B0,"255,244,176",cold,3
😭,sadness,#A3C4E9,"163,196,233",serious,4
🦠,disgust,#89B44C,"137,180,76",deep,3
😄,joy,#FFD438,"255,212,56",playful,4
🤧,disgust,#6A8F27,"106,143,39",serious,2
😸,joy,#FFDF57,"255,223,87",bright,2
🫶,calm,#A5E6E6,"165,230,230",warm,3
👓,thinking,#9CA1AA,"156,161,170",deep,3
🌙,sleepy,#7C74B8,"124,116,184",serious,3
🤔,thinking,#D1D4DD,"209,212,221",soft,2
😞,sadness,#5F84B8,"95,132,184",serious,1
🔥,anger,#D60000,"214,0,0",warm,5
😤,anger,#D60000,"214,0,0",clean,1
🪦,fear,#9BB5FF,"155,181,255",warm,1
🦟,disgust,#A8D27A,"168,210,122",warm,1
💘,love,#FF5C9A,"255,92,154",deep,4
☠️,fear,#C3C9FF,"195,201,255",mellow,3
😆,joy,#FFDF57,"255,223,87",deep,4
🎐,calm,#95E0E0,"149,224,224",playful,3
😀,joy,#FFC94D,"255,201,77",warm,3
🤍,calm,#7BCFCF,"123,207,207",serious,1
😳,surprise,#FFF4B0,"255,244,176",playful,4
🗯️,anger,#D60000,"214,0,0",cold,5
💤,sleepy,#6B62A6,"107,98,166",serious,4
🥱,sleepy,#7C74B8,"124,116,184",bright,1
💞,love,#FF5C9A,"255,92,154",serious,5
💖,love,#FF4F88,"255,79,136",bright,2
🎐,calm,#7BCFCF,"123,207,207",deep,4
🪦,fear,#7DA7FF,"125,167,255",earthy,1
😖,disgust,#6A8F27,"106,143,39",clean,3
💫,surprise,#FFEB6E,"255,235,110",bright,3
💖,love,#FF5C9A,"255,92,154",warm,2
🤮,disgust,#4A7D2D,"74,125,45",cold,1
😄,joy,#FFC94D,"255,201,77",bright,2
📢,surprise,#FFEB6E,"255,235,110",mellow,2
🔍,thinking,#9CA1AA,"156,161,170",earthy,4
🦠,disgust,#6A8F27,"106,143,39",playful,1
🗯️,anger,#FF3D3D,"255,61,61",cold,4
🦟,disgust,#4A7D2D,"74,125,45",cold,3
🤔,thinking,#C8C8D4,"200,200,212",warm,1
😭,sadness,#4A6FA5,"74,111,165",mellow,1
🔍,thinking,#9CA1AA,"156,161,170",clean,5
😭,sadness,#4A6FA5,"74,111,165",serious,3
😞,sadness,#4A6FA5,"74,111,165",earthy,2
💭,thinking,#D1D4DD,"209,212,221",serious,5
📚,thinking,#B7BBC3,"183,187,195",soft,1
🌊,calm,#7BCFCF,"123,207,207",mellow,4
😘,love,#FF4F88,"255,79,136",playful,3
🗯️,anger,#D60000,"214,0,0",mellow,1
🎉,surprise,#FFEB6E,"255,235,110",soft,5
😔,sadness,#5F84B8,"95,132,184",mellow,4
🕸️,fear,#C3C9FF,"195,201,255",cold,2
💕,love,#FF5C9A,"255,92,154",cold,5
🦠,disgust,#A8D27A,"168,210,122",cold,1
🧘,calm,#A5E6E6,"165,230,230",earthy,4
🤢,disgust,#A8D27A,"168,210,122",serious,1
🤔,thinking,#9CA1AA,"156,161,170",warm,3
🧘,calm,#7BCFCF,"123,207,207",soft,3
👓,thinking,#C8C8D4,"200,200,212",serious,3
🪹,sleepy,#7C74B8,"124,116,184",mellow,3
🕸️,fear,#B7C8FF,"183,200,255",bright,3
😱,fear,#C3C9FF,"195,201,255",soft,2
🔍,thinking,#9CA1AA,"156,161,170",deep,5
💤,sleepy,#8A84C8,"138,132,200",mellow,4
🧠,thinking,#9CA1AA,"156,161,170",serious,2
🦟,disgust,#89B44C,"137,180,76",earthy,1
👿,anger,#D60000,"214,0,0",deep,1
😢,sadness,#7BA7D9,"123,167,217",cold,5
😴,sleepy,#A59ED9,"165,158,217",cold,4
😱,fear,#9BB5FF,"155,181,255",warm,2
😆,joy,#FFC94D,"255,201,77",mellow,2
🥱,sleepy,#7C74B8,"124,116,184",cold,3
😔,sadness,#4A6FA5,"74,111,165",cold,3
💫,surprise,#FFEB6E,"255,235,110",warm,5
😞,sadness,#5F84B8,"95,132,184",deep,2
🥺,sadness,#5F84B8,"95,132,184",playful,2
😌,calm,#A5E6E6,"165,230,230",cold,3
😰,fear,#C3C9FF,"195,201,255",cold,1
😮,surprise,#FFF48A,"255,244,138",clean,5
💡,thinking,#C8C8D4,"200,200,212",cold,4
🎐,calm,#95E0E0,"149,224,224",earthy,5
🦇,fear,#7DA7FF,"125,167,255",serious,3
💓,love,#FF4F88,"255,79,136",soft,5
😫,sadness,#5F84B8,"95,132,184",warm,5
😍,love,#FF7FBF,"255,127,191",mellow,1
☠️,fear,#B7C8FF,"183,200,255",soft,1
😾,anger,#B80000,"184,0,0",earthy,1
📝,thinking,#C8C8D4,"200,200,212",clean,2
😆,joy,#FFDF57,"255,223,87",mellow,5
🗯️,anger,#E12B2B,"225,43,43",clean,2
👓,thinking,#C8C8D4,"200,200,212",earthy,4
😥,sadness,#5F84B8,"95,132,184",clean,4
❤️,love,#FF6DAA,"255,109,170",deep,1
😰,fear,#7DA7FF,"125,167,255",mellow,4
🧟,fear,#7DA7FF,"125,167,255",serious,5
😆,joy,#FFCC00,"255,204,0",bright,2
🔍,thinking,#D1D4DD,"209,212,221",playful,5
🤔,thinking,#B7BBC3,"183,187,195",clean,4
😳,surprise,#FFFACD,"255,250,205",earthy,5
😨,fear,#C3C9FF,"195,201,255",bright,5
😰,fear,#C3C9FF,"195,201,255",playful,2
🧘,calm,#95E0E0,"149,224,224",earthy,5
🤮,disgust,#89B44C,"137,180,76",warm,4
😳,surprise,#FFF4B0,"255,244,176",soft,4
🤧,disgust,#6A8F27,"106,143,39",serious,5
💎,calm,#A5E6E6,"165,230,230",playful,1
😴,sleepy,#6B62A6,"107,98,166",soft,1
🧘,calm,#A5E6E6,"165,230,230",bright,2
😱,fear,#B7C8FF,"183,200,255",earthy,1
🧘,calm,#95E0E0,"149,224,224",warm,3
🙂,joy,#FFCC00,"255,204,0",earthy,1
❤️,love,#FF5C9A,"255,92,154",bright,3
👿,anger,#E12B2B,"225,43,43",bright,2
🫲,sleepy,#6B62A6,"107,98,166",serious,5
🫣,disgust,#4A7D2D,"74,125,45",earthy,2
😺,joy,#FFC94D,"255,201,77",warm,1
🛌,sleepy,#8A84C8,"138,132,200",bright,3
💓,love,#FF6DAA,"255,109,170",bright,5
😍,love,#FF4F88,"255,79,136",earthy,1
😮,surprise,#FFFACD,"255,250,205",clean,1
🪐,sleepy,#6B62A6,"107,98,166",cold,3
😊,joy,#FFD438,"255,212,56",soft,1
🧠,thinking,#D1D4DD,"209,212,221",bright,2
🙂,joy,#FFD438,"255,212,56",deep,5
💧,sadness,#7BA7D9,"123,167,217",warm,5
🕸️,fear,#7DA7FF,"125,167,255",playful,1
💗,love,#FF5C9A,"255,92,154",playful,4
🪣,sadness,#7BA7D9,"123,167,217",warm,5
🎉,surprise,#FFF48A,"255,244,138",deep,4
📢,surprise,#FFF4B0,"255,244,176",bright,4
📚,thinking,#9CA1AA,"156,161,170",earthy,2
😲,surprise,#FFEB6E,"255,235,110",warm,1
📝,thinking,#C8C8D4,"200,200,212",deep,1
😌,calm,#95E0E0,"149,224,224",serious,3
👓,thinking,#D1D4DD,"209,212,221",bright,1
🥱,sleepy,#A59ED9,"165,158,217",earthy,5
✨,surprise,#FFF48A,"255,244,138",deep,4
😯,surprise,#FFF4B0,"255,244,176",cold,2
🤧,disgust,#4A7D2D,"74,125,45",bright,2
🫣,disgust,#A8D27A,"168,210,122",soft,3
😤,anger,#D60000,"214,0,0",serious,5
🟥,anger,#E12B2B,"225,43,43",warm,3
💫,surprise,#FFF48A,"255,244,138",serious,3
😃,joy,#FFC94D,"255,201,77",deep,4
🧘,calm,#95E0E0,"149,224,224",mellow,4
🔍,thinking,#D1D4DD,"209,212,221",warm,3
🥰,love,#FF6DAA,"255,109,170",serious,5
😰,fear,#9BB5FF,"155,181,255",earthy,2
🤍,calm,#7BCFCF,"123,207,207",clean,3
🤬,anger,#FF3D3D,"255,61,61",warm,4
🦟,disgust,#A8D27A,"168,210,122",clean,3
😀,joy,#FFDF57,"255,223,87",earthy,5
😯,surprise,#FFEB6E,"255,235,110",serious,1
🤬,anger,#E12B2B,"225,43,43",playful,2
🎐,calm,#95E0E0,"149,224,224",mellow,3
👓,thinking,#9CA1AA,"156,161,170",soft,3
😿,sadness,#4A6FA5,"74,111,165",earthy,1
💓,love,#FF4F88,"255,79,136",cold,1
🙂,joy,#FFC94D,"255,201,77",cold,5
💭,thinking,#B7BBC3,"183,187,195",cold,4
📘,thinking,#B7BBC3,"183,187,195",earthy,2
✨,surprise,#FFEB6E,"255,235,110",deep,5
👓,thinking,#C8C8D4,"200,200,212",serious,1
😯,surprise,#FFF4B0,"255,244,176",deep,3
🪣,sadness,#A3C4E9,"163,196,233",soft,2
🕷️,fear,#9BB5FF,"155,181,255",earthy,2
😳,surprise,#FFF4B0,"255,244,176",earthy,2
✨,surprise,#FFEB6E,"255,235,110",earthy,1
🎐,calm,#95E0E0,"149,224,224",bright,4
😊,joy,#FFDF57,"255,223,87",clean,2
❤️,love,#FF6DAA,"255,109,170",bright,5
🤢,disgust,#4A7D2D,"74,125,45",clean,5
🦟,disgust,#6A8F27,"106,143,39",playful,3
🪐,sleepy,#8A84C8,"138,132,200",warm,2
🥺,sadness,#4A6FA5,"74,111,165",cold,5
🤍,calm,#C9F4F4,"201,244,244",earthy,5
😃,joy,#FFD438,"255,212,56",bright,5
📝,thinking,#D1D4DD,"209,212,221",clean,5
😀,joy,#FFDF57,"255,223,87",earthy,5
💤,calm,#A5E6E6,"165,230,230",deep,5
🥰,love,#FF5C9A,"255,92,154",cold,2
😍,love,#FF7FBF,"255,127,191",serious,2
😱,fear,#B7C8FF,"183,200,255",soft,5
🪦,fear,#9BB5FF,"155,181,255",soft,4
💕,love,#FF5C9A,"255,92,154",mellow,2
😆,joy,#FFD438,"255,212,56",soft,4
😮,surprise,#FFEB6E,"255,235,110",playful,3
🤢,disgust,#A8D27A,"168,210,122",soft,4
🪐,sleepy,#A59ED9,"165,158,217",clean,4
😥,sadness,#A3C4E9,"163,196,233",playful,2
😰,fear,#7DA7FF,"125,167,255",warm,5
🤮,disgust,#6A8F27,"106,143,39",earthy,5
✏️,thinking,#C8C8D4,"200,200,212",bright,4
🌿,calm,#C9F4F4,"201,244,244",serious,4
📢,surprise,#FFFACD,"255,250,205",earthy,2
💫,surprise,#FFFACD,"255,250,205",serious,5
🪹,sleepy,#8A84C8,"138,132,200",playful,3
😫,sadness,#A3C4E9,"163,196,233",deep,3
😔,sadness,#7BA7D9,"123,167,217",deep,5
😫,sadness,#A3C4E9,"163,196,233",deep,2
😳,surprise,#FFF4B0,"255,244,176",mellow,4
😯,surprise,#FFFACD,"255,250,205",soft,5
🌿,calm,#C9F4F4,"201,244,244",bright,5
☠️,fear,#B7C8FF,"183,200,255",serious,1
😘,love,#FF4F88,"255,79,136",clean,3
😴,sleepy,#6B62A6,"107,98,166",mellow,5
🧠,thinking,#9CA1AA,"156,161,170",deep,4
🤔,thinking,#D1D4DD,"209,212,221",soft,1
😞,sadness,#5F84B8,"95,132,184",cold,1
🙂,joy,#FFC94D,"255,201,77",cold,1
😮,surprise,#FFEB6E,"255,235,110",playful,4
👻,fear,#B7C8FF,"183,200,255",earthy,4
📢,surprise,#FFEB6E,"255,235,110",playful,2
😥,sadness,#5F84B8,"95,132,184",cold,2
🧠,thinking,#C8C8D4,"200,200,212",playful,2
🪰,disgust,#4A7D2D,"74,125,45",warm,2
🤮,disgust,#A8D27A,"168,210,122",bright,5
🤔,thinking,#C8C8D4,"200,200,212",deep,4
🌊,calm,#7BCFCF,"123,207,207",serious,5
😊,joy,#FFD438,"255,212,56",playful,3
🍂,disgust,#A8D27A,"168,210,122",warm,2
☠️,fear,#B7C8FF,"183,200,255",clean,2
😾,anger,#FF3D3D,"255,61,61",bright,1
🔍,thinking,#C8C8D4,"200,200,212",playful,4
🪹,sleepy,#A59ED9,"165,158,217",mellow,1
🪹,sleepy,#A59ED9,"165,158,217",soft,2
💓,love,#FF6DAA,"255,109,170",cold,2
🤬,anger,#B80000,"184,0,0",playful,4
📢,surprise,#FFF4B0,"255,244,176",clean,2
✨,surprise,#FFF4B0,"255,244,176",mellow,3
🪣,sadness,#A3C4E9,"163,196,233",clean,2
😤,anger,#E12B2B,"225,43,43",soft,1
🤯,surprise,#FFF48A,"255,244,138",deep,1
🟥,anger,#E12B2B,"225,43,43",earthy,1
💤,sleepy,#A59ED9,"165,158,217",playful,4
🕷️,fear,#C3C9FF,"195,201,255",clean,5
🧠,thinking,#C8C8D4,"200,200,212",serious,3
🥳,joy,#FFC94D,"255,201,77",earthy,1
🫶,calm,#C9F4F4,"201,244,244",bright,5
🕸️,fear,#9BB5FF,"155,181,255",earthy,1
😢,sadness,#7BA7D9,"123,167,217",playful,1
🌊,calm,#C9F4F4,"201,244,244",mellow,3
😿,sadness,#4A6FA5,"74,111,165",bright,3
🎉,surprise,#FFFACD,"255,250,205",mellow,2
😯,surprise,#FFFACD,"255,250,205",bright,2
🤮,disgust,#4A7D2D,"74,125,45",clean,3
😃,joy,#FFD438,"255,212,56",playful,5
😫,sadness,#7BA7D9,"123,167,217",earthy,2
😌,calm,#C9F4F4,"201,244,244",earthy,5
🪹,sleepy,#8A84C8,"138,132,200",bright,1
💭,thinking,#C8C8D4,"200,200,212",warm,5
🌌,sleepy,#7C74B8,"124,116,184",earthy,2
📘,thinking,#D1D4DD,"209,212,221",soft,3
🤢,disgust,#6A8F27,"106,143,39",cold,2
🙂,joy,#FFDF57,"255,223,87",earthy,3
💤,calm,#A5E6E6,"165,230,230",clean,1
🤢,disgust,#89B44C,"137,180,76",cold,3
🤯,surprise,#FFF4B0,"255,244,176",cold,5
😴,sleepy,#A59ED9,"165,158,217",soft,1
🕷️,fear,#C3C9FF,"195,201,255",deep,2
🥰,love,#FF6DAA,"255,109,170",cold,5
🦠,disgust,#6A8F27,"106,143,39",mellow,3
🗯️,anger,#E12B2B,"225,43,43",deep,3
😔,sadness,#7BA7D9,"123,167,217",serious,2
😘,love,#FF7FBF,"255,127,191",warm,5
💭,thinking,#D1D4DD,"209,212,221",playful,1
💓,love,#FF6DAA,"255,109,170",bright,2
💢,anger,#D60000,"214,0,0",bright,4
🫲,sleepy,#6B62A6,"107,98,166",mellow,5
😱,fear,#B7C8FF,"183,200,255",clean,3
🪦,fear,#B7C8FF,"183,200,255",earthy,4
😫,sadness,#A3C4E9,"163,196,233",warm,2
🪣,sadness,#5F84B8,"95,132,184",soft,3
⚡,surprise,#FFEB6E,"255,235,110",mellow,4
🦠,disgust,#4A7D2D,"74,125,45",mellow,2
🥱,sleepy,#8A84C8,"138,132,200",clean,3
💎,calm,#C9F4F4,"201,244,244",earthy,1
😔,sadness,#7BA7D9,"123,167,217",cold,4
⚡,surprise,#FFFACD,"255,250,205",earthy,2
😲,surprise,#FFFACD,"255,250,205",deep,4
😃,joy,#FFCC00,"255,204,0",playful,1
😌,calm,#7BCFCF,"123,207,207",clean,3
😸,joy,#FFD438,"255,212,56",clean,2
💤,sleepy,#6B62A6,"107,98,166",playful,5
🧘,calm,#A5E6E6,"165,230,230",deep,5
💕,love,#FF4F88,"255,79,136",serious,1
🤢,disgust,#A8D27A,"168,210,122",serious,2
☁️,calm,#C9F4F4,"201,244,244",cold,5
🫣,disgust,#4A7D2D,"74,125,45",warm,1
⚡,surprise,#FFEB6E,"255,235,110",earthy,5
🫲,sleepy,#A59ED9,"165,158,217",serious,5
🪹,sleepy,#6B62A6,"107,98,166",cold,3
🍂,disgust,#6A8F27,"106,143,39",soft,4
🫣,disgust,#4A7D2D,"74,125,45",soft,1
📘,thinking,#B7BBC3,"183,187,195",warm,2
🪰,disgust,#6A8F27,"106,143,39",bright,1
😭,sadness,#7BA7D9,"123,167,217",cold,4
😀,joy,#FFD438,"255,212,56",deep,2
🪐,sleepy,#7C74B8,"124,116,184",bright,4
🪦,fear,#C3C9FF,"195,201,255",soft,5
📘,thinking,#C8C8D4,"200,200,212",bright,3
😖,disgust,#6A8F27,"106,143,39",deep,1
🧠,thinking,#B7BBC3,"183,187,195",deep,3
📘,thinking,#C8C8D4,"200,200,212",playful,2
🗯️,anger,#FF3D3D,"255,61,61",cold,5
🔍,thinking,#C8C8D4,"200,200,212",clean,1
😖,disgust,#4A7D2D,"74,125,45",cold,5
💕,love,#FF7FBF,"255,127,191",deep,5
😞,sadness,#7BA7D9,"123,167,217",cold,3
🫲,sleepy,#7C74B8,"124,116,184",soft,1
💤,calm,#7BCFCF,"123,207,207",soft,5
🪰,disgust,#4A7D2D,"74,125,45",playful,4
❤️,love,#FF4F88,"255,79,136",soft,1
😢,sadness,#5F84B8,"95,132,184",warm,5
✏️,thinking,#B7BBC3,"183,187,195",clean,2
🙂,joy,#FFC94D,"255,201,77",mellow,4
🛏️,sleepy,#A59ED9,"165,158,217",clean,5
💢,anger,#E12B2B,"225,43,43",deep,2
👻,fear,#7DA7FF,"125,167,255",serious,1
💓,love,#FF5C9A,"255,92,154",bright,3
