Name,ColorGroup,Hex,R,G,B
dusty parsley,green,#235A51,35,90,81
pale froth,red,#BFA4BE,191,164,190
glowing cauliflower,green,#92D217,146,210,23
pale cherry,red,#D82442,216,36,66
vivid broccoli,red,#AA7028,170,112,40
faded elephant,green,#75AE52,117,174,82
smooth chalk,red,#9C0A24,156,10,36
dusty tin,green,#97F45E,151,244,94
cool slate,green,#34A517,52,165,23
shiny cherry,green,#36C890,54,200,144
muted cauliflower,green,#4BE7E3,75,231,227
warm sea,green,#CEDD7B,206,221,123
foggy cockroach,green,#59E712,89,231,18
dense lettuce,red,#D918AE,217,24,174
faded snow,blue,#64B0C4,100,176,196
faded cloud,blue,#532DAB,83,45,171
foggy ash,blue,#9D129F,157,18,159
warm violin,red,#9E7536,158,117,54
dark weed,red,#F4DEB8,244,222,184
dusty snow,blue,#8E1CF7,142,28,247
ripe coffee,red,#CA1462,202,20,98
dark cockroach,green,#42590B,66,89,11
soft soil,blue,#B2CFD5,178,207,213
pale ash,blue,#548DE1,84,141,225
warm cello,red,#833D45,131,61,69
earthy garlic,blue,#4672DC,70,114,220
muted fog,red,#801013,128,16,19
cool weed,red,#8A3526,138,53,38
muted grass,red,#F934CD,249,52,205
smooth wood,green,#4EA477,78,164,119
raw lettuce,blue,#2A4750,42,71,80
raw cherry,blue,#636771,99,103,113
foggy froth,blue,#253A6C,37,58,108
smooth vinyl,red,#9D5424,157,84,36
frosted flour,red,#CC914C,204,145,76
faded gold,red,#940A2B,148,10,43
earthy pig,blue,#0D2792,13,39,146
bright foam,red,#F1939C,241,147,156
foggy banana,red,#C016B8,192,22,184
foggy lettuce,red,#9C766D,156,118,109
bright tin,green,#90E041,144,224,65
vivid silhouette,green,#0D6909,13,105,9
vivid strawberry,blue,#1D3666,29,54,102
bold snow,red,#9D5F0E,157,95,14
bold sea,green,#52FC56,82,252,86
dark clover,blue,#160779,22,7,121
muted mud,red,#EF1E48,239,30,72
dusty fog,green,#51D412,81,212,18
warm froth,red,#AC8953,172,137,83
ripe pig,red,#E796E2,231,150,226
fresh cardboard,blue,#731BE3,115,27,227
fresh forest,blue,#8AC1C4,138,193,196
muted elephant,blue,#18577E,24,87,126
fresh chalk,blue,#9896F9,152,150,249
rich froth,green,#C3F7EB,195,247,235
cool beaver,blue,#8D0CCC,141,12,204
earthy corn,red,#683465,104,52,101
muted grass,blue,#725F9B,114,95,155
smooth shadow,blue,#5A54FC,90,84,252
smooth soil,red,#F51B3B,245,27,59
muted mustard,green,#0DEB01,13,235,1
soft clover,blue,#30919E,48,145,158
rich violin,red,#736B24,115,107,36
faded spinach,red,#C5BC78,197,188,120
smooth clover,red,#534934,83,73,52
smooth shadow,red,#BB0A13,187,10,19
deep chalk,green,#1F9925,31,153,37
frosted slate,green,#40AF96,64,175,150
warm cello,green,#6DF11F,109,241,31
shaded elephant,green,#17BE1A,23,190,26
vivid mustard,blue,#609BC4,96,155,196
frosted snow,green,#B9E259,185,226,89
vivid gold,red,#E95242,233,82,66
vivid forest,green,#1BD4D4,27,212,212
dark lettuce,green,#02A9A1,2,169,161
pale lettuce,green,#44C435,68,196,53
soft gold,blue,#773E8E,119,62,142
bright flour,red,#E1B824,225,184,36
matte soil,red,#9E9E17,158,158,23
faded silhouette,red,#87200E,135,32,14
misty violin,red,#C1B27A,193,178,122
bold swan,red,#CD805F,205,128,95
dense coal,red,#76386E,118,56,110
deep pig,red,#F16088,241,96,136
glowing cherry,green,#5E6F02,94,111,2
bright fog,green,#00A244,0,162,68
smooth blood,blue,#68E5F6,104,229,246
raw spinach,red,#BB017B,187,1,123
rich beaver,green,#ACFAE8,172,250,232
shaded chalk,green,#45C271,69,194,113
glowing cherry,blue,#6E28C4,110,40,196
shaded salad,red,#E99DDB,233,157,219
cool cello,red,#F542B4,245,66,180
deep sea,green,#E1F088,225,240,136
muted shadow,green,#7A887E,122,136,126
earthy cello,red,#932E04,147,46,4
shaded cherry,blue,#2C88F3,44,136,243
cool sky,blue,#5EA4C9,94,164,201
raw foam,green,#124637,18,70,55
raw slate,blue,#21608E,33,96,142
pale froth,green,#64F12D,100,241,45
dark sky,blue,#7592BA,117,146,186
smooth froth,red,#6F4139,111,65,57
bold dolphin,red,#644133,100,65,51
glowing silhouette,blue,#5C09CD,92,9,205
cool foam,red,#FD31B2,253,49,178
raw violin,blue,#5D8CB5,93,140,181
raw blood,green,#79B87C,121,184,124
ripe snow,green,#43F321,67,243,33
bold broccoli,blue,#3F4D52,63,77,82
soft beaver,blue,#3635A9,54,53,169
soft cotton,green,#7DEA8B,125,234,139
raw forest,green,#2CD842,44,216,66
fresh cloud,red,#F1CCD9,241,204,217
shaded crow,green,#A1A9A8,161,169,168
smooth garlic,red,#F84184,248,65,132
shaded slate,green,#4FE40C,79,228,12
frosted mustard,blue,#1F246B,31,36,107
ripe cauliflower,blue,#9C3CD2,156,60,210
shaded corn,green,#2AB1AF,42,177,175
matte sky,green,#88A871,136,168,113
muted ash,red,#D65172,214,81,114
vivid broccoli,red,#EF10B6,239,16,182
fresh flour,blue,#3A82DB,58,130,219
dense swan,red,#CE3908,206,57,8
raw cockroach,green,#21F8EE,33,248,238
ripe fog,blue,#756C95,117,108,149
vivid flour,blue,#5360D2,83,96,210
smooth gorilla,red,#D8BA8A,216,186,138
shaded chalk,red,#6E283B,110,40,59
bright soil,red,#D8B666,216,182,102
raw coffee,blue,#4C9FEA,76,159,234
faded coffee,blue,#8C15A3,140,21,163
bold slate,blue,#1F2CC1,31,44,193
earthy sky,green,#27B7A4,39,183,164
dusty grass,red,#CB8CA0,203,140,160
ripe vinyl,green,#90F39A,144,243,154
bold chalk,green,#68C2B8,104,194,184
rich violin,red,#B29021,178,144,33
raw swan,green,#257370,37,115,112
muted mustard,blue,#5C29F8,92,41,248
warm silhouette,red,#EEA21B,238,162,27
deep coffee,blue,#8464F6,132,100,246
dense silhouette,red,#AD2B1D,173,43,29
shiny salad,blue,#0E6CCA,14,108,202
fresh corn,blue,#4E2D53,78,45,83
dense weed,green,#C6F64E,198,246,78
matte tin,green,#516E37,81,110,55
shiny foam,green,#2BD598,43,213,152
shaded deer,green,#0A5048,10,80,72
dense beaver,blue,#A4E3FE,164,227,254
matte cotton,red,#832C67,131,44,103
shaded froth,blue,#02315F,2,49,95
misty fog,blue,#14DEFF,20,222,255
dense pig,green,#036812,3,104,18
bold corn,green,#35EEBF,53,238,191
bright forest,red,#E4392E,228,57,46
earthy blood,red,#752537,117,37,55
earthy cotton,red,#F5BF91,245,191,145
bright cloud,blue,#094D6C,9,77,108
raw violin,green,#3CC029,60,192,41
pale slate,red,#BF2527,191,37,39
bold crow,red,#ECA477,236,164,119
foggy cello,blue,#0C276D,12,39,109
foggy snow,red,#D16B9E,209,107,158
muted froth,red,#895130,137,81,48
foggy garlic,blue,#4F798F,79,121,143
smooth dolphin,green,#5DFA6D,93,250,109
bold gorilla,red,#D71B4B,215,27,75
earthy cockroach,green,#0BD680,11,214,128
shiny weed,blue,#1B199F,27,25,159
fresh corn,blue,#01C0E4,1,192,228
muted gold,red,#DFC52A,223,197,42
bold shadow,green,#54EBD6,84,235,214
deep cardboard,red,#A79E98,167,158,152
dark blood,blue,#573AA0,87,58,160
bright spinach,red,#DAB9B4,218,185,180
frosted tin,green,#49F1A1,73,241,161
dark parsley,red,#F28283,242,130,131
shaded spinach,blue,#7A6FE2,122,111,226
glowing wood,blue,#1757F8,23,87,248
soft chalk,green,#55F075,85,240,117
shaded vinyl,blue,#5F5FE7,95,95,231
rich shadow,red,#664C63,102,76,99
soft ash,green,#7EBD84,126,189,132
soft soil,red,#572749,87,39,73
rich mustard,green,#92D655,146,214,85
faded pig,blue,#389CE6,56,156,230
shiny lettuce,green,#07D441,7,212,65
muted cauliflower,green,#03B15E,3,177,94
dense deer,blue,#15BCBF,21,188,191
glowing wood,green,#D0FC22,208,252,34
ripe salad,green,#5B700F,91,112,15
bold clover,blue,#4600F8,70,0,248
vivid deer,red,#CB7959,203,121,89
warm cloud,blue,#280B3F,40,11,63
rich wood,green,#4DD109,77,209,9
foggy flour,green,#A8DE58,168,222,88
rich soil,green,#037A2F,3,122,47
smooth cloud,blue,#3395EE,51,149,238
matte cotton,green,#E7ED75,231,237,117
pale deer,green,#2A5848,42,88,72
shiny coffee,green,#86F142,134,241,66
dense tin,blue,#07738F,7,115,143
bold cotton,blue,#50B8F8,80,184,248
ripe cello,red,#F56554,245,101,84
bold sea,green,#208E5F,32,142,95
dark snow,red,#C83C44,200,60,68
faded broccoli,green,#B0CB74,176,203,116
smooth cockroach,red,#DFA125,223,161,37
matte deer,green,#17FB8C,23,251,140
fresh flour,green,#34EE28,52,238,40
shaded ash,blue,#263189,38,49,137
earthy cotton,green,#04E98A,4,233,138
ripe elephant,green,#61FE32,97,254,50
shaded snow,blue,#C911D8,201,17,216
shaded garlic,red,#F9012B,249,1,43
rich flour,red,#F6A28C,246,162,140
misty cotton,green,#0E4823,14,72,35
earthy pig,blue,#3F0E9D,63,14,157
dark cloud,blue,#565AE2,86,90,226
faded mud,blue,#2060E4,32,96,228
matte corn,blue,#5E7AD4,94,122,212
glowing coal,green,#B7B8AD,183,184,173
smooth sky,red,#461443,70,20,67
bold violin,red,#EAB7AD,234,183,173
earthy shadow,red,#F8A7A8,248,167,168
shaded clover,green,#7F8445,127,132,69
raw cauliflower,green,#87CEC7,135,206,199
soft snow,green,#2F5721,47,87,33
rich cardboard,blue,#100098,16,0,152
shiny clover,blue,#622DDD,98,45,221
earthy shadow,blue,#343181,52,49,129
pale gorilla,blue,#3A4EB0,58,78,176
shiny coal,blue,#D05CFE,208,92,254
foggy parsley,red,#B09556,176,149,86
warm beaver,blue,#98A5E7,152,165,231
dusty slate,red,#B3067D,179,6,125
bright mustard,blue,#247FC1,36,127,193
dark foam,green,#144329,20,67,41
pale chalk,green,#B7F5E2,183,245,226
misty coal,blue,#CF46D8,207,70,216
warm gold,red,#E80D21,232,13,33
matte sea,blue,#130917,19,9,23
rich clover,blue,#230DA5,35,13,165
cool froth,red,#A84250,168,66,80
frosted soil,blue,#86AEB8,134,174,184
dark chalk,blue,#1373BC,19,115,188
deep salad,green,#5F8F3C,95,143,60
dark sea,red,#9E2D15,158,45,21
dense flour,red,#F1E4C7,241,228,199
dark coffee,red,#8A4C40,138,76,64
bold dolphin,red,#8D4B61,141,75,97
glowing strawberry,blue,#0A68FF,10,104,255
earthy lettuce,green,#6AB45B,106,180,91
shaded cardboard,blue,#86A6D0,134,166,208
warm slate,green,#D0D2AE,208,210,174
ripe snow,red,#EA2A60,234,42,96
soft beaver,green,#8FDD4E,143,221,78
dense elephant,red,#D22C26,210,44,38
pale broccoli,blue,#696CC3,105,108,195
ripe chalk,red,#B24727,178,71,39
earthy spinach,blue,#4F8FC9,79,143,201
foggy coffee,blue,#7927A8,121,39,168
bright soil,green,#3BB22A,59,178,42
dense broccoli,green,#5BEFBE,91,239,190
shiny soil,blue,#0E21AF,14,33,175
soft forest,blue,#212D3A,33,45,58
misty fog,blue,#28C4E1,40,196,225
shiny corn,red,#E1AB5A,225,171,90
ripe corn,blue,#240599,36,5,153
foggy mustard,red,#590F34,89,15,52
bright forest,red,#884E7E,136,78,126
ripe flour,green,#30DF01,48,223,1
earthy cello,red,#E18D69,225,141,105
frosted blood,green,#55864D,85,134,77
warm cotton,red,#EA26CF,234,38,207
misty chalk,green,#94F46B,148,244,107
vivid tin,blue,#3850AC,56,80,172
earthy silhouette,red,#8D6621,141,102,33
fresh shadow,blue,#2160B2,33,96,178
bright ash,blue,#645378,100,83,120
dense salad,green,#8AD061,138,208,97
warm clover,blue,#2200F6,34,0,246
foggy tin,red,#C001AA,192,1,170
pale dolphin,blue,#DC27E1,220,39,225
bright lettuce,blue,#5D0DE8,93,13,232
faded pig,red,#C6153C,198,21,60
fresh sky,green,#718F2F,113,143,47
matte gorilla,red,#CA2379,202,35,121
raw blood,green,#9DA494,157,164,148
deep parsley,red,#86700B,134,112,11
ripe sea,blue,#8CD5F0,140,213,240
soft soil,blue,#3925E3,57,37,227
foggy elephant,blue,#AE5BF5,174,91,245
rich silhouette,blue,#6D14F8,109,20,248
shaded forest,red,#BF957F,191,149,127
smooth garlic,blue,#8599F1,133,153,241
deep spinach,blue,#158BD5,21,139,213
warm chalk,red,#F3889C,243,136,156
dusty deer,blue,#5595FC,85,149,252
foggy weed,red,#F0C795,240,199,149
raw crow,red,#B22806,178,40,6
faded cardboard,blue,#C52ACB,197,42,203
deep grass,green,#0BBB47,11,187,71
bold slate,red,#F66176,246,97,118
raw sky,blue,#3133F5,49,51,245
raw cloud,red,#E9B363,233,179,99
raw pig,green,#A2D51F,162,213,31
pale foam,red,#CD6EB5,205,110,181
dusty foam,green,#EDF067,237,240,103
frosted swan,blue,#E3BAF3,227,186,243
earthy cherry,blue,#2F91AB,47,145,171
frosted soil,blue,#425B9E,66,91,158
bold flour,green,#ABC786,171,199,134
glowing garlic,red,#8F6F3E,143,111,62
earthy ash,green,#099069,9,144,105
soft cello,green,#305A2C,48,90,44
dense cotton,red,#EBB5A7,235,181,167
bold clover,green,#B8E44A,184,228,74
shiny grass,red,#733C68,115,60,104
misty foam,blue,#5488F2,84,136,242
smooth sea,red,#897E0B,137,126,11
deep dolphin,red,#CF128B,207,18,139
raw swan,blue,#8E3395,142,51,149
cool parsley,blue,#362FC7,54,47,199
vivid flour,green,#EBFF63,235,255,99
soft sky,blue,#060F93,6,15,147
deep fog,green,#C2DAC9,194,218,201
cool sky,blue,#2002DC,32,2,220
pale strawberry,green,#919A1B,145,154,27
fresh weed,blue,#C5CADD,197,202,221
faded garlic,blue,#BD65D0,189,101,208
pale cotton,red,#E24D02,226,77,2
smooth slate,blue,#8371D8,131,113,216
shaded ash,green,#69A886,105,168,134
muted grass,blue,#10839C,16,131,156
dense swan,blue,#377792,55,119,146
fresh sea,red,#979349,151,147,73
fresh cardboard,blue,#1EA5B4,30,165,180
bold cockroach,green,#7ADCA4,122,220,164
vivid carrot,green,#19D044,25,208,68
rich froth,green,#68DC2B,104,220,43
vivid parsley,blue,#6255D1,98,85,209
muted corn,green,#AEE5CC,174,229,204
glowing froth,red,#F573AC,245,115,172
dense mud,green,#25E40E,37,228,14
dark shadow,green,#18E95D,24,233,93
glowing parsley,green,#41D409,65,212,9
smooth elephant,green,#36E886,54,232,134
raw strawberry,red,#F91427,249,20,39
raw vinyl,green,#2AA9A4,42,169,164
muted clover,green,#86D3A2,134,211,162
pale sea,green,#D0D6BC,208,214,188
vivid cockroach,green,#3D9557,61,149,87
cool strawberry,blue,#675D8F,103,93,143
bright cherry,green,#42E335,66,227,53
faded corn,green,#4BF31D,75,243,29
soft cardboard,green,#C8ECE4,200,236,228
foggy shadow,red,#5F213B,95,33,59
rich forest,red,#BCA68C,188,166,140
ripe soil,green,#98E143,152,225,67
rich gorilla,red,#362A1C,54,42,28
fresh cherry,red,#7F6746,127,103,70
faded slate,green,#5CC671,92,198,113
shiny sky,red,#AFA9A8,175,169,168
dusty salad,green,#21EE53,33,238,83
matte weed,green,#97B169,151,177,105
warm cloud,red,#A2613E,162,97,62
fresh banana,red,#C57DA4,197,125,164
matte fog,red,#C2BB20,194,187,32
warm gold,blue,#8F32BC,143,50,188
faded garlic,red,#F1B5A9,241,181,169
shaded tin,green,#899D40,137,157,64
ripe chalk,green,#8DF4D0,141,244,208
vivid shadow,red,#BD2A20,189,42,32
matte beaver,red,#987468,152,116,104
shaded wood,red,#865114,134,81,20
faded cotton,red,#F38884,243,136,132
misty garlic,blue,#AC4AFD,172,74,253
rich elephant,blue,#1040C7,16,64,199
dense elephant,red,#EA1615,234,22,21
dark cauliflower,green,#15873D,21,135,61
shiny cotton,green,#C0D056,192,208,86
pale vinyl,red,#9E5E7C,158,94,124
misty slate,blue,#2184F8,33,132,248
fresh grass,green,#91B445,145,180,69
rich sky,red,#9C0808,156,8,8
dense cotton,green,#5D6A3C,93,106,60
shiny coffee,red,#A12969,161,41,105
soft carrot,red,#F07E32,240,126,50
earthy gorilla,green,#48E10C,72,225,12
earthy cockroach,blue,#8ED9FD,142,217,253
dense gold,green,#3AEC7E,58,236,126
bold weed,red,#AA214F,170,33,79
faded froth,red,#660A0E,102,10,14
matte froth,blue,#5E2CB5,94,44,181
frosted foam,red,#DB804D,219,128,77
faded cotton,green,#C4E88A,196,232,138
misty deer,blue,#5142BA,81,66,186
shaded snow,blue,#5379D4,83,121,212
earthy strawberry,green,#4FDA6B,79,218,107
shaded forest,red,#D6038C,214,3,140
pale foam,red,#9C5613,156,86,19
pale corn,blue,#9946F4,153,70,244
bright pig,blue,#B029BA,176,41,186
pale froth,green,#9EA414,158,164,20
deep foam,green,#94AE05,148,174,5
smooth spinach,blue,#ABA9C0,171,169,192
dense salad,green,#5DB384,93,179,132
soft mustard,blue,#8186FA,129,134,250
dense broccoli,blue,#4D0CAF,77,12,175
muted foam,green,#60F664,96,246,100
muted fog,red,#FE3CA9,254,60,169
shiny cockroach,green,#72E759,114,231,89
dusty salad,blue,#8C13A1,140,19,161
rich spinach,blue,#9460C4,148,96,196
shiny flour,red,#9F6773,159,103,115
muted corn,blue,#024345,2,67,69
warm deer,green,#33B83B,51,184,59
warm sea,green,#4DCAAC,77,202,172
smooth broccoli,green,#6BD58C,107,213,140
cool froth,blue,#364680,54,70,128
shaded foam,green,#3CD112,60,209,18
earthy blood,blue,#8F20CF,143,32,207
muted weed,green,#679B89,103,155,137
deep soil,blue,#D39BF6,211,155,246
fresh dolphin,red,#890406,137,4,6
vivid cauliflower,blue,#B070F9,176,112,249
ripe elephant,red,#DAB52F,218,181,47
cool banana,green,#90ED49,144,237,73
rich cardboard,green,#9BE111,155,225,17
shiny cello,green,#31FC5B,49,252,91
vivid flour,red,#FC6BBD,252,107,189
warm wood,green,#061F17,6,31,23
warm sea,green,#37E923,55,233,35
deep mustard,blue,#64D5EF,100,213,239
soft broccoli,red,#F1EDDF,241,237,223
smooth coal,green,#032518,3,37,24
deep banana,blue,#B018D2,176,24,210
earthy cloud,blue,#3380CB,51,128,203
faded cello,red,#926C7F,146,108,127
dense swan,blue,#A625E7,166,37,231
warm cockroach,blue,#090C78,9,12,120
faded crow,green,#E2FFD7,226,255,215
warm cauliflower,blue,#DA42FD,218,66,253
dense spinach,green,#A9E89C,169,232,156
soft deer,blue,#6980F7,105,128,247
bright weed,green,#4DD27B,77,210,123
rich swan,blue,#13F0FC,19,240,252
shiny mustard,green,#01E090,1,224,144
dense coal,blue,#907BE0,144,123,224
rich parsley,blue,#4F4D9A,79,77,154
shaded lettuce,blue,#A2EAED,162,234,237
cool coal,blue,#339AFD,51,154,253
matte silhouette,green,#10DE88,16,222,136
raw mud,blue,#7322CF,115,34,207
glowing cloud,green,#ACD1B3,172,209,179
rich strawberry,blue,#818B9B,129,139,155
muted crow,blue,#448FD1,68,143,209
matte shadow,blue,#1A6DF1,26,109,241
shaded garlic,blue,#9179E7,145,121,231
soft weed,blue,#7EE0EB,126,224,235
fresh cauliflower,blue,#39A1E7,57,161,231
faded foam,red,#E78982,231,137,130
vivid garlic,red,#DAA920,218,169,32
pale flour,red,#F0CCB2,240,204,178
dense snow,red,#E1257E,225,37,126
pale forest,red,#E516A4,229,22,164
smooth pig,green,#5CA50C,92,165,12
shiny strawberry,blue,#967FBC,150,127,188
foggy cauliflower,green,#56E0B7,86,224,183
bright strawberry,red,#835748,131,87,72
ripe ash,red,#EB04AE,235,4,174
bright deer,red,#D53009,213,48,9
ripe dolphin,red,#FBC7A1,251,199,161
faded gorilla,blue,#322F54,50,47,84
deep swan,red,#541119,84,17,25
shiny sky,blue,#3137EF,49,55,239
foggy forest,red,#A09031,160,144,49
earthy blood,green,#8EDA01,142,218,1
soft fog,green,#86CB59,134,203,89
soft mustard,green,#30D254,48,210,84
fresh salad,red,#9B9A17,155,154,23
shiny wood,green,#7EE875,126,232,117
pale lettuce,red,#925172,146,81,114
pale weed,red,#221402,34,20,2
faded fog,blue,#458DE4,69,141,228
earthy mud,blue,#107DBD,16,125,189
muted cello,blue,#3C758D,60,117,141
smooth deer,red,#C47346,196,115,70
dusty parsley,blue,#1035C1,16,53,193
rich soil,blue,#052E8C,5,46,140
bright cotton,green,#9AA673,154,166,115
shaded elephant,green,#0DF65A,13,246,90
ripe banana,green,#A9D24C,169,210,76
dusty shadow,red,#BAB746,186,183,70
glowing fog,blue,#106169,16,97,105
glowing weed,green,#30F0E4,48,240,228
warm sea,green,#368752,54,135,82
glowing swan,blue,#3975F3,57,117,243
dense cloud,blue,#8763B9,135,99,185
faded weed,green,#00625C,0,98,92
earthy garlic,blue,#202AD2,32,42,210
raw shadow,green,#BBCE33,187,206,51
raw deer,blue,#D035DD,208,53,221
dense beaver,green,#04BA3D,4,186,61
earthy crow,red,#AC2E0A,172,46,10
bright sky,blue,#C4A6F8,196,166,248
foggy froth,green,#637E63,99,126,99
frosted gold,blue,#819DFE,129,157,254
deep ash,green,#063514,6,53,20
bright silhouette,green,#B1B706,177,183,6
bright swan,blue,#758CFD,117,140,253
bold ash,green,#52853F,82,133,63
shaded dolphin,blue,#7C3DF6,124,61,246
deep shadow,green,#E7EFD6,231,239,214
misty dolphin,red,#C15386,193,83,134
shiny mustard,red,#F71F98,247,31,152
glowing elephant,green,#808874,128,136,116
faded lettuce,green,#88D2A1,136,210,161
frosted spinach,blue,#A839B3,168,57,179
dark soil,blue,#A0A1A4,160,161,164
matte cloud,blue,#702BCE,112,43,206
foggy mustard,green,#55922E,85,146,46
rich cardboard,red,#FEC6EC,254,198,236
dense weed,red,#E50661,229,6,97
earthy sky,red,#F5C939,245,201,57
matte spinach,blue,#B888F0,184,136,240
vivid crow,green,#88C899,136,200,153
ripe salad,red,#DC3A03,220,58,3
faded gorilla,green,#C6CBC7,198,203,199
shaded swan,green,#85B21D,133,178,29
muted coal,blue,#D10FE7,209,15,231
pale snow,red,#DC24BA,220,36,186
raw tin,blue,#A45FF2,164,95,242
misty cherry,blue,#70BAEB,112,186,235
faded dolphin,red,#832733,131,39,51
deep coffee,red,#E61D1F,230,29,31
shiny chalk,red,#95594D,149,89,77
soft crow,green,#60CD31,96,205,49
deep fog,green,#1B4916,27,73,22
dusty grass,red,#860213,134,2,19
ripe lettuce,blue,#2207F9,34,7,249
foggy banana,red,#D72C5A,215,44,90
faded fog,green,#668F80,102,143,128
misty weed,green,#CEDB71,206,219,113
cool sky,red,#F1A5F1,241,165,241
pale parsley,red,#AF850F,175,133,15
dense deer,blue,#05BFD9,5,191,217
matte salad,blue,#9E9DC3,158,157,195
rich grass,blue,#0E386E,14,56,110
fresh gorilla,blue,#2350AF,35,80,175
dusty chalk,green,#235400,35,84,0
frosted snow,green,#BBDF3C,187,223,60
dense corn,blue,#56BDFB,86,189,251
dusty pig,blue,#62BFDA,98,191,218
dense slate,green,#279F51,39,159,81
dusty cotton,green,#16CA11,22,202,17
raw lettuce,green,#0F5049,15,80,73
pale tin,green,#10FD2D,16,253,45
shiny beaver,blue,#363BE4,54,59,228
pale deer,green,#40C839,64,200,57
dense elephant,red,#E41DDC,228,29,220
vivid mud,red,#FCB14D,252,177,77
cool lettuce,blue,#2F61E7,47,97,231
earthy mud,blue,#3B0F73,59,15,115
soft soil,red,#EE585B,238,88,91
warm beaver,blue,#661CCE,102,28,206
dusty cloud,blue,#052CCE,5,44,206
warm broccoli,blue,#50487B,80,72,123
frosted forest,green,#4DB431,77,180,49
earthy deer,red,#F8E233,248,226,51
shaded pig,green,#3ACF95,58,207,149
foggy cello,red,#F0B1BF,240,177,191
soft cloud,red,#874D10,135,77,16
